country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size
Canada,Healthcare,Midjourney,87.22,5320,2023,35-44,Enterprise
UK,Agriculture,Midjourney,41.72,3219,2024,35-44,Enterprise
India,Healthcare,ChatGPT,3.24,5874,2023,25-34,Enterprise
Brazil,Transportation,ChatGPT,27.72,7216,2024,18-24,Startup
Brazil,Education,ChatGPT,81.17,8246,2023,25-34,Enterprise
USA,Agriculture,ChatGPT,46.55,6473,2024,55+,SME
France,Manufacturing,Midjourney,8.4,6808,2024,55+,SME
USA,Finance,ChatGPT,32.52,8441,2024,45-54,Enterprise
France,Transportation,Midjourney,16.16,3282,2024,18-24,Startup
Brazil,Finance,ChatGPT,11.69,6865,2024,45-54,SME
India,Manufacturing,ChatGPT,59.5,9732,2024,18-24,Enterprise
UK,Agriculture,Midjourney,99.08,6052,2024,35-44,Enterprise
India,Education,Claude,81.97,7323,2023,35-44,Startup
Canada,Agriculture,ChatGPT,75.34,9403,2024,18-24,SME
South Korea,Agriculture,ChatGPT,22.56,3937,2024,25-34,Startup
USA,Finance,Midjourney,34.8,2135,2023,35-44,Enterprise
Germany,Healthcare,Stable Diffusion,50.5,3440,2024,35-44,Startup
South Korea,Technology,Midjourney,68.36,6164,2024,25-34,Startup
Germany,Technology,Midjourney,8.76,6941,2023,25-34,Enterprise
India,Manufacturing,ChatGPT,15.84,9364,2024,18-24,Enterprise
UK,Finance,ChatGPT,43.48,3584,2024,45-54,Enterprise
Canada,Education,ChatGPT,98.65,3364,2024,55+,Enterprise
Australia,Manufacturing,Claude,55.52,8480,2024,35-44,Enterprise
Germany,Finance,ChatGPT,85.57,8604,2024,55+,SME
South Korea,Retail,ChatGPT,58.56,9103,2023,35-44,SME
Canada,Education,Midjourney,49.86,9961,2024,35-44,SME
China,Agriculture,ChatGPT,82.6,5016,2023,35-44,Startup
South Korea,Healthcare,Midjourney,58.95,6386,2023,35-44,Startup
South Korea,Manufacturing,Stable Diffusion,25.11,9592,2023,55+,Startup
UK,Finance,Claude,92.62,3280,2024,18-24,Enterprise
USA,Technology,ChatGPT,40.77,685,2024,35-44,SME
Canada,Healthcare,Midjourney,3.58,5543,2023,45-54,SME
Canada,Agriculture,ChatGPT,82.08,2631,2024,55+,Enterprise
India,Agriculture,Bard,81.54,8043,2024,25-34,SME
Australia,Technology,Midjourney,92.73,7438,2023,25-34,Startup
Brazil,Healthcare,ChatGPT,57.88,9797,2024,35-44,SME
India,Retail,ChatGPT,45.47,6527,2024,45-54,Enterprise
France,Agriculture,Claude,78.67,7378,2024,25-34,Enterprise
India,Manufacturing,Stable Diffusion,47.51,2301,2024,35-44,Startup
France,Technology,Midjourney,30.46,8443,2023,25-34,Startup
UK,Education,ChatGPT,40.26,1153,2024,55+,Startup
USA,Education,Midjourney,82.25,3180,2023,18-24,SME
South Korea,Retail,ChatGPT,31.06,3913,2024,25-34,Enterprise
India,Agriculture,ChatGPT,20.71,9642,2024,35-44,Startup
Canada,Technology,Claude,43.07,8295,2024,18-24,SME
India,Transportation,Bard,56.6,4949,2023,55+,Startup
South Korea,Education,Midjourney,99.48,9751,2024,25-34,Enterprise
France,Manufacturing,Stable Diffusion,32.25,2843,2024,45-54,Startup
Brazil,Transportation,ChatGPT,43.48,1625,2024,35-44,Enterprise
UK,Manufacturing,Midjourney,82.55,2254,2024,25-34,Enterprise
UK,Technology,ChatGPT,64.47,3489,2024,45-54,Enterprise
Australia,Healthcare,ChatGPT,62.44,696,2024,35-44,SME
France,Transportation,Bard,81.74,3688,2023,45-54,Enterprise
Brazil,Healthcare,Midjourney,43.02,5713,2024,45-54,SME
USA,Retail,Midjourney,35.28,5844,2024,25-34,SME
Australia,Education,Claude,76.74,1650,2024,35-44,Startup
India,Transportation,Midjourney,19.18,1689,2024,55+,Startup
China,Transportation,ChatGPT,59.82,6552,2024,18-24,Enterprise
Brazil,Technology,ChatGPT,37.9,9168,2023,55+,SME
China,Transportation,ChatGPT,60.09,8067,2023,18-24,SME
France,Agriculture,ChatGPT,58.6,6048,2024,45-54,SME
UK,Transportation,ChatGPT,21.23,2996,2024,55+,SME
China,Manufacturing,Midjourney,49.98,8091,2024,55+,Startup
Germany,Transportation,Midjourney,8.47,9910,2024,55+,SME
Canada,Healthcare,Stable Diffusion,71.77,4137,2024,25-34,Enterprise
France,Technology,ChatGPT,27.29,5066,2024,35-44,SME
Australia,Education,Bard,77.22,3972,2024,35-44,Startup
South Korea,Healthcare,Midjourney,52.37,2587,2023,18-24,Enterprise
Brazil,Transportation,Stable Diffusion,13.39,4772,2023,35-44,Enterprise
France,Manufacturing,Midjourney,48.99,6951,2024,25-34,Enterprise
Australia,Education,Midjourney,85.68,6140,2024,25-34,Enterprise
China,Technology,ChatGPT,68.88,5333,2024,45-54,SME
UK,Healthcare,Bard,84.99,4993,2024,45-54,SME
India,Retail,ChatGPT,66.98,5432,2024,18-24,Enterprise
Germany,Technology,Stable Diffusion,1.31,5100,2023,45-54,Enterprise
South Korea,Retail,Midjourney,31.71,422,2024,18-24,Enterprise
UK,Technology,Midjourney,64.77,2779,2023,25-34,SME
India,Education,ChatGPT,71.02,4840,2023,25-34,Startup
Australia,Healthcare,Midjourney,67.49,1955,2024,35-44,SME
South Korea,Finance,ChatGPT,77.15,4350,2024,35-44,SME
Brazil,Manufacturing,Stable Diffusion,5,1005,2024,18-24,Startup
China,Education,Midjourney,30.94,4932,2024,18-24,SME
UK,Finance,ChatGPT,27.26,853,2024,25-34,Startup
Canada,Healthcare,Stable Diffusion,9.3,9747,2024,25-34,SME
China,Transportation,Bard,36.59,4585,2024,25-34,Startup
China,Healthcare,ChatGPT,43.24,159,2024,55+,SME
China,Agriculture,Stable Diffusion,41.96,8022,2024,55+,Startup
South Korea,Transportation,Bard,13.24,5500,2024,45-54,Enterprise
France,Education,Stable Diffusion,17.69,7343,2024,18-24,Startup
Brazil,Finance,Midjourney,44.03,4844,2024,25-34,Startup
Brazil,Healthcare,ChatGPT,5.99,8478,2024,18-24,SME
South Korea,Finance,Midjourney,66,3116,2024,45-54,Enterprise
India,Education,ChatGPT,85.43,592,2024,45-54,SME
Brazil,Manufacturing,Bard,92.24,5866,2024,35-44,SME
USA,Retail,ChatGPT,9.93,3889,2023,55+,Startup
UK,Healthcare,ChatGPT,76.72,9426,2024,35-44,Startup
Canada,Technology,ChatGPT,15.58,3405,2023,35-44,SME
Germany,Agriculture,ChatGPT,41.66,6231,2024,45-54,SME
India,Transportation,Stable Diffusion,27.77,7586,2024,35-44,Enterprise
India,Technology,ChatGPT,92.99,4739,2024,18-24,SME
Brazil,Retail,Claude,60.77,540,2023,18-24,SME
Germany,Education,Stable Diffusion,89.02,8717,2023,35-44,Startup
Germany,Transportation,ChatGPT,68.56,2002,2024,35-44,Startup
South Korea,Agriculture,Midjourney,62.38,7549,2024,55+,Enterprise
India,Retail,Claude,61.12,9483,2024,55+,Startup
South Korea,Finance,Midjourney,70.31,648,2024,35-44,Startup
South Korea,Finance,Stable Diffusion,98.17,5941,2024,18-24,Startup
Canada,Education,ChatGPT,71.75,8961,2024,55+,Enterprise
India,Education,Stable Diffusion,15.59,3338,2024,35-44,SME
India,Technology,Stable Diffusion,90.24,9711,2023,25-34,Enterprise
China,Technology,Midjourney,22.21,2320,2024,25-34,SME
Canada,Retail,ChatGPT,63.74,1809,2024,35-44,Enterprise
India,Technology,ChatGPT,43.99,2242,2024,35-44,Startup
UK,Education,Bard,17.58,8187,2024,25-34,SME
India,Technology,Midjourney,52.29,7704,2024,55+,Startup
Canada,Education,Stable Diffusion,76.3,5700,2024,25-34,Startup
USA,Education,ChatGPT,70.57,9313,2024,25-34,Enterprise
France,Technology,Stable Diffusion,14.33,5006,2024,55+,SME
USA,Finance,Midjourney,52.38,2860,2024,35-44,Startup
India,Technology,ChatGPT,23.84,8775,2024,35-44,Startup
India,Education,ChatGPT,53.4,9695,2024,25-34,SME
Brazil,Technology,Midjourney,82.07,2218,2023,35-44,Startup
USA,Education,ChatGPT,65.41,4763,2023,18-24,SME
UK,Technology,Midjourney,60.57,934,2024,25-34,Startup
Canada,Finance,Stable Diffusion,4.29,426,2024,25-34,Enterprise
Canada,Finance,ChatGPT,16.17,7097,2024,25-34,Startup
Australia,Manufacturing,Stable Diffusion,47.14,3309,2023,25-34,SME
Brazil,Education,ChatGPT,49.19,9624,2024,35-44,Enterprise
Germany,Transportation,Stable Diffusion,53.66,3193,2024,45-54,SME
Brazil,Transportation,ChatGPT,79.8,4496,2024,55+,Startup
Germany,Manufacturing,Stable Diffusion,18.05,1386,2024,35-44,Enterprise
South Korea,Technology,Midjourney,7.22,182,2024,45-54,Enterprise
Canada,Agriculture,Claude,85.83,3728,2023,45-54,Enterprise
France,Retail,Bard,98.84,5926,2024,18-24,SME
Brazil,Agriculture,Stable Diffusion,56.84,5170,2024,35-44,Enterprise
France,Transportation,Bard,26.33,7773,2024,45-54,SME
Brazil,Education,ChatGPT,85.05,3963,2024,45-54,Enterprise
Canada,Education,Midjourney,19.11,4568,2024,45-54,Enterprise
USA,Healthcare,ChatGPT,83.79,4445,2024,18-24,SME
UK,Technology,ChatGPT,28.71,6091,2024,18-24,Enterprise
India,Technology,Bard,86.33,5572,2023,45-54,Enterprise
Brazil,Retail,Midjourney,52.93,8842,2024,55+,Enterprise
China,Technology,Bard,31.4,4749,2024,25-34,SME
China,Transportation,Midjourney,70.11,9109,2024,35-44,Enterprise
China,Healthcare,Midjourney,76.26,6534,2024,35-44,Enterprise
Australia,Manufacturing,Stable Diffusion,48.13,9320,2023,25-34,Enterprise
Canada,Transportation,ChatGPT,84.85,1146,2024,18-24,Startup
South Korea,Healthcare,Midjourney,51.1,2200,2024,18-24,Startup
UK,Technology,Midjourney,38.93,7232,2023,35-44,Enterprise
China,Education,ChatGPT,53.84,539,2024,55+,Enterprise
USA,Agriculture,Stable Diffusion,39.26,3542,2024,25-34,Startup
USA,Finance,ChatGPT,65.07,4490,2024,55+,Enterprise
Germany,Education,Bard,23.1,3717,2023,35-44,SME
South Korea,Retail,ChatGPT,70.6,9957,2024,55+,SME
Canada,Retail,ChatGPT,64.8,8409,2024,45-54,Startup
Brazil,Agriculture,ChatGPT,59.14,8904,2024,18-24,SME
India,Healthcare,Midjourney,26.1,9779,2023,35-44,SME
USA,Transportation,ChatGPT,12.3,1105,2024,35-44,Startup
Brazil,Agriculture,Midjourney,34.77,9974,2024,45-54,SME
India,Transportation,Midjourney,83.34,9649,2024,18-24,Enterprise
USA,Technology,Stable Diffusion,51.19,2274,2024,55+,SME
UK,Agriculture,Stable Diffusion,25.91,667,2023,55+,Startup
South Korea,Manufacturing,Midjourney,71.16,8158,2024,45-54,Startup
Australia,Agriculture,Midjourney,60.13,5229,2023,25-34,Enterprise
USA,Technology,Midjourney,86.62,7538,2023,55+,Enterprise
Brazil,Education,ChatGPT,52.15,3535,2024,35-44,Enterprise
Brazil,Agriculture,Midjourney,30.38,8638,2024,55+,Enterprise
Brazil,Agriculture,ChatGPT,68.89,2562,2024,18-24,Enterprise
South Korea,Manufacturing,Stable Diffusion,13.68,8071,2024,25-34,Enterprise
China,Retail,Midjourney,70.86,3553,2024,18-24,Startup
South Korea,Manufacturing,Midjourney,47.57,2004,2023,18-24,Startup
Germany,Agriculture,ChatGPT,80,9865,2024,25-34,SME
Brazil,Finance,Bard,77.31,2758,2024,55+,Enterprise
Canada,Transportation,Stable Diffusion,82.14,3257,2023,45-54,Enterprise
France,Manufacturing,Stable Diffusion,18.73,7577,2023,25-34,SME
Australia,Transportation,Midjourney,14.22,8916,2023,18-24,Enterprise
Australia,Technology,Bard,87.83,969,2024,45-54,Enterprise
Australia,Manufacturing,Midjourney,24.97,1254,2024,18-24,Startup
France,Education,Stable Diffusion,76.22,1209,2024,25-34,Enterprise
France,Education,Midjourney,37.41,4367,2024,25-34,SME
India,Healthcare,Bard,7.63,951,2024,35-44,Enterprise
Brazil,Finance,Stable Diffusion,66.18,3374,2024,18-24,Startup
Canada,Transportation,Midjourney,8.13,8617,2024,35-44,Startup
Germany,Healthcare,ChatGPT,54.62,4245,2024,25-34,Startup
Canada,Finance,ChatGPT,70.52,1148,2024,18-24,SME
South Korea,Manufacturing,Midjourney,10.38,8812,2024,35-44,Startup
Brazil,Manufacturing,ChatGPT,14.44,9642,2024,18-24,SME
Brazil,Transportation,ChatGPT,31.62,6524,2023,18-24,Startup
UK,Technology,Bard,78.88,6523,2023,55+,SME
France,Finance,Stable Diffusion,64.12,3613,2023,18-24,SME
Germany,Retail,Midjourney,26.14,1532,2024,45-54,Enterprise
Australia,Healthcare,ChatGPT,81.68,9209,2024,18-24,Enterprise
Australia,Healthcare,ChatGPT,5.26,8214,2024,35-44,Startup
China,Finance,Claude,94.29,6534,2023,55+,Startup
China,Transportation,Midjourney,81.62,2764,2024,18-24,SME
USA,Education,Stable Diffusion,81.72,7381,2024,45-54,SME
India,Finance,Midjourney,77.45,8977,2023,25-34,SME
UK,Agriculture,Midjourney,35.3,5171,2023,55+,Startup
UK,Retail,ChatGPT,26.27,3398,2024,45-54,Startup
India,Finance,ChatGPT,79.89,1310,2024,18-24,Startup
UK,Transportation,Midjourney,59.33,6874,2024,55+,Enterprise
Australia,Transportation,ChatGPT,96.56,659,2023,25-34,SME
China,Agriculture,Midjourney,66.38,9769,2024,45-54,Startup
Germany,Education,Claude,68.32,9461,2024,55+,Enterprise
Germany,Finance,Midjourney,81.31,7741,2024,35-44,Enterprise
Canada,Finance,ChatGPT,95.34,6503,2024,25-34,SME
Germany,Transportation,Bard,87.65,825,2024,18-24,Enterprise
France,Technology,Midjourney,22.9,4802,2023,25-34,Enterprise
Germany,Healthcare,Bard,34.26,5412,2023,25-34,Enterprise
UK,Healthcare,ChatGPT,32.12,9059,2024,18-24,Startup
Germany,Retail,Midjourney,69.63,2160,2024,18-24,Enterprise
India,Technology,ChatGPT,0.9,4446,2024,55+,Startup
Australia,Retail,ChatGPT,14.29,3661,2023,18-24,Startup
China,Healthcare,ChatGPT,53.33,4252,2023,18-24,Startup
China,Finance,Bard,66.56,9465,2023,35-44,Startup
France,Healthcare,ChatGPT,54.75,6411,2023,25-34,SME
South Korea,Agriculture,Stable Diffusion,23.24,8489,2024,35-44,Startup
Australia,Retail,Midjourney,24,5076,2023,45-54,Enterprise
South Korea,Education,ChatGPT,13.05,4400,2024,35-44,SME
Brazil,Transportation,Midjourney,8.74,9254,2023,25-34,SME
UK,Agriculture,Claude,87.57,4380,2024,25-34,Startup
France,Manufacturing,Midjourney,63.28,7536,2024,55+,SME
Germany,Healthcare,Bard,69.33,2929,2024,18-24,Enterprise
UK,Technology,Midjourney,55.69,9493,2024,55+,SME
Canada,Transportation,Midjourney,33.03,1694,2024,25-34,SME
South Korea,Retail,Stable Diffusion,15.24,4983,2023,18-24,Enterprise
Brazil,Manufacturing,ChatGPT,39.81,3544,2024,55+,Enterprise
UK,Technology,Bard,34.99,6546,2024,45-54,Enterprise
Australia,Education,Bard,25.93,1926,2024,18-24,SME
China,Transportation,Midjourney,23.38,2713,2024,18-24,SME
Brazil,Healthcare,Midjourney,78.08,2582,2024,35-44,Startup
Canada,Finance,ChatGPT,5.87,8969,2024,35-44,Enterprise
Canada,Technology,ChatGPT,42.74,2477,2024,55+,SME
France,Finance,ChatGPT,1.14,536,2024,18-24,SME
Australia,Finance,Bard,82.83,446,2023,45-54,Startup
USA,Agriculture,ChatGPT,7.48,7919,2024,45-54,SME
China,Education,ChatGPT,31.46,7533,2023,35-44,Enterprise
India,Retail,Claude,74.61,2797,2024,25-34,Startup
France,Manufacturing,Midjourney,5.61,8745,2024,25-34,Enterprise
USA,Finance,ChatGPT,66.95,8101,2024,55+,Enterprise
China,Retail,Midjourney,61.03,1442,2024,25-34,SME
Canada,Agriculture,Stable Diffusion,3.28,8347,2024,18-24,SME
Australia,Technology,ChatGPT,5.34,9556,2024,55+,Startup
Canada,Retail,Stable Diffusion,51.9,6328,2024,25-34,SME
Brazil,Transportation,ChatGPT,23.98,5504,2023,18-24,Startup
South Korea,Manufacturing,Stable Diffusion,17.54,8297,2024,45-54,Enterprise
India,Healthcare,Stable Diffusion,2.97,3622,2024,18-24,Enterprise
South Korea,Technology,ChatGPT,96.94,5374,2024,55+,Enterprise
Australia,Retail,ChatGPT,45.93,7460,2024,35-44,Enterprise
Australia,Technology,Stable Diffusion,48.69,2413,2024,55+,Enterprise
USA,Agriculture,Midjourney,82.41,2653,2024,35-44,SME
Australia,Agriculture,Bard,73.41,9452,2024,55+,SME
France,Education,Stable Diffusion,49.84,4609,2023,35-44,SME
Canada,Manufacturing,Bard,66.42,4088,2024,25-34,Startup
USA,Education,Midjourney,99.84,1717,2024,45-54,Startup
Canada,Agriculture,Bard,14.01,5508,2023,35-44,SME
South Korea,Technology,Midjourney,18.26,6254,2024,55+,Enterprise
France,Manufacturing,ChatGPT,19.84,5852,2024,55+,Enterprise
India,Education,Stable Diffusion,33.81,5341,2024,18-24,Enterprise
South Korea,Education,Bard,33.6,317,2024,25-34,Startup
South Korea,Transportation,Stable Diffusion,23.35,6257,2024,45-54,Enterprise
India,Manufacturing,Bard,17.57,9989,2023,55+,SME
Brazil,Finance,Midjourney,81.72,3199,2023,55+,Enterprise
UK,Retail,Bard,77.77,6575,2024,18-24,SME
Canada,Transportation,ChatGPT,93.02,9008,2024,25-34,SME
UK,Agriculture,ChatGPT,29.25,6884,2024,18-24,SME
France,Retail,Claude,27.31,6594,2023,25-34,Startup
South Korea,Transportation,Claude,35.91,9222,2024,18-24,Startup
France,Transportation,Midjourney,64.67,1238,2023,45-54,Enterprise
South Korea,Healthcare,Stable Diffusion,99,6690,2024,18-24,Enterprise
South Korea,Healthcare,Midjourney,36.02,3381,2024,35-44,Startup
USA,Education,ChatGPT,30.48,2129,2024,18-24,Startup
China,Retail,ChatGPT,19,1008,2024,18-24,Startup
France,Transportation,ChatGPT,5.91,7113,2023,18-24,Enterprise
Canada,Technology,Stable Diffusion,36.22,4904,2024,18-24,Enterprise
USA,Transportation,ChatGPT,36.06,9479,2024,45-54,Startup
USA,Education,ChatGPT,77.4,2784,2023,55+,SME
Canada,Retail,Midjourney,89.16,1564,2024,25-34,Startup
Australia,Retail,ChatGPT,83.5,1141,2024,35-44,Enterprise
India,Healthcare,Midjourney,99.14,8177,2024,55+,SME
India,Healthcare,Claude,6.63,7457,2023,35-44,SME
India,Finance,ChatGPT,80.72,5476,2023,35-44,SME
Canada,Transportation,ChatGPT,54.64,869,2024,45-54,SME
USA,Retail,ChatGPT,95.69,9678,2024,45-54,SME
Canada,Education,Midjourney,62.86,9945,2024,35-44,Enterprise
UK,Agriculture,ChatGPT,26.24,4406,2024,25-34,Enterprise
UK,Education,Stable Diffusion,82.81,6698,2024,35-44,Startup
Australia,Technology,ChatGPT,47.51,1895,2023,45-54,Enterprise
Canada,Transportation,Midjourney,65.79,853,2024,35-44,Enterprise
France,Agriculture,ChatGPT,20.06,4655,2023,18-24,Enterprise
France,Agriculture,ChatGPT,68.87,1319,2024,25-34,SME
South Korea,Manufacturing,Stable Diffusion,29.18,5961,2024,55+,SME
France,Transportation,Midjourney,30.37,6277,2024,55+,SME
Canada,Transportation,ChatGPT,13.44,4361,2024,45-54,Enterprise
UK,Retail,Bard,78.36,5209,2024,35-44,Startup
China,Agriculture,Midjourney,12.87,2489,2024,35-44,Startup
Canada,Retail,ChatGPT,22.52,3389,2024,18-24,Startup
India,Finance,Midjourney,31.3,6899,2024,45-54,Startup
South Korea,Healthcare,Stable Diffusion,29.61,8739,2023,45-54,SME
Brazil,Retail,ChatGPT,18.46,3802,2023,55+,Enterprise
India,Retail,Bard,9.28,3959,2023,35-44,SME
France,Agriculture,Midjourney,11.88,2730,2024,55+,Enterprise
India,Manufacturing,Midjourney,50.21,8632,2023,45-54,Startup
France,Retail,ChatGPT,30.08,3283,2024,35-44,Startup
USA,Finance,Stable Diffusion,9.15,970,2024,45-54,Startup
UK,Technology,ChatGPT,75.78,2046,2023,45-54,SME
Australia,Transportation,ChatGPT,12.3,9801,2023,18-24,Startup
France,Healthcare,Midjourney,40.26,2750,2024,18-24,Startup
UK,Education,ChatGPT,33.59,5958,2023,45-54,Enterprise
South Korea,Transportation,Midjourney,7.94,4567,2024,55+,SME
France,Retail,ChatGPT,43.25,911,2023,18-24,SME
China,Transportation,Midjourney,39.08,1498,2024,55+,Enterprise
Australia,Retail,Claude,1.13,3361,2024,25-34,SME
France,Technology,ChatGPT,8.58,2596,2024,35-44,Enterprise
Germany,Technology,Midjourney,73.29,6127,2024,18-24,Startup
France,Agriculture,ChatGPT,22.84,2828,2024,55+,SME
Brazil,Education,Stable Diffusion,86.23,2052,2023,18-24,SME
Brazil,Manufacturing,Stable Diffusion,93.33,8940,2023,45-54,Enterprise
France,Manufacturing,Midjourney,53.08,1468,2024,35-44,Enterprise
Australia,Manufacturing,Stable Diffusion,32.76,6633,2024,18-24,Enterprise
China,Transportation,ChatGPT,95.21,9652,2024,18-24,SME
France,Technology,Bard,60.98,3877,2024,25-34,SME
Germany,Healthcare,Bard,15.89,8999,2023,45-54,Startup
Canada,Technology,Midjourney,80.68,4247,2023,45-54,Enterprise
Germany,Retail,Midjourney,38.14,5444,2023,35-44,Startup
Germany,Manufacturing,Claude,69.39,9153,2023,45-54,Startup
India,Education,Claude,12.98,2961,2024,18-24,SME
South Korea,Transportation,Stable Diffusion,5.84,6574,2024,35-44,SME
India,Education,Midjourney,89.97,1763,2024,35-44,Enterprise
USA,Agriculture,ChatGPT,22.83,8754,2023,55+,SME
South Korea,Healthcare,Claude,6.87,6945,2024,18-24,Enterprise
Canada,Finance,Stable Diffusion,82.46,5686,2024,35-44,Enterprise
UK,Manufacturing,ChatGPT,51.9,8740,2024,55+,Enterprise
France,Agriculture,Midjourney,93.52,1072,2024,18-24,Enterprise
Germany,Technology,ChatGPT,80.82,6502,2024,35-44,Enterprise
India,Education,ChatGPT,68.24,9914,2024,55+,Startup
France,Education,Midjourney,30.24,328,2024,55+,Startup
India,Agriculture,Midjourney,83.3,8459,2023,55+,Enterprise
Canada,Education,ChatGPT,4.24,2480,2023,55+,SME
South Korea,Finance,Midjourney,36.5,9845,2024,35-44,SME
South Korea,Healthcare,Bard,5.06,9103,2024,45-54,Startup
Germany,Retail,Midjourney,20.86,4852,2024,18-24,SME
France,Transportation,Stable Diffusion,3.22,6151,2023,45-54,Enterprise
Australia,Agriculture,ChatGPT,38.93,1590,2024,35-44,Startup
UK,Retail,Stable Diffusion,80.08,6951,2024,35-44,Enterprise
India,Manufacturing,Stable Diffusion,5.7,1201,2024,25-34,Startup
Germany,Transportation,Midjourney,94.79,1867,2023,18-24,Enterprise
Australia,Healthcare,Stable Diffusion,11.29,1452,2023,45-54,Startup
South Korea,Retail,Stable Diffusion,29.52,5506,2024,55+,Enterprise
